File Name,Emotion,Chroma Standard Deviation,Croma Mean,MEL Standard Deviation,MEL Mean,Spectral Centroid Feature,MFCC Standard Deviation,MFCC Mean,MFCC 1st Derivative,MFCC 2nd Derivative,Root Mean Square Mean,Spectral Rolloff Mean,Spectral Rolloff Range,Zero Crossing Rate,
6426,1067_IEO_NEU_XX.wav,neutral,0.003457518,0.003457518,0.003457518,0.003457518,0.003457518,0.003457518,0.003457518,0.003457518,0.003457518,0.003457518,0.003457518,0.003457518,0.003457518
6427,1067_IEO_SAD_HI.wav,sad,0.000650127,0.000650127,0.000650127,0.000650127,0.000650127,0.000650127,0.000650127,0.000650127,0.000650127,0.000650127,0.000650127,0.000650127,0.000650127
6428,1067_IEO_SAD_LO.wav,sad,0.001040147,0.001040147,0.001040147,0.001040147,0.001040147,0.001040147,0.001040147,0.001040147,0.001040147,0.001040147,0.001040147,0.001040147,0.001040147
6429,1067_IEO_SAD_MD.wav,sad,0.001009945,0.001009945,0.001009945,0.001009945,0.001009945,0.001009945,0.001009945,0.001009945,0.001009945,0.001009945,0.001009945,0.001009945,0.001009945
6430,1067_IOM_ANG_XX.wav,angry,0.051527278,0.051527278,0.051527278,0.051527278,0.051527278,0.051527278,0.051527278,0.051527278,0.051527278,0.051527278,0.051527278,0.051527278,0.051527278
6431,1067_IOM_DIS_XX.wav,disgust,0.005727444,0.005727444,0.005727444,0.005727444,0.005727444,0.005727444,0.005727444,0.005727444,0.005727444,0.005727444,0.005727444,0.005727444,0.005727444
6432,1067_IOM_FEA_XX.wav,fearful,0.005322729,0.005322729,0.005322729,0.005322729,0.005322729,0.005322729,0.005322729,0.005322729,0.005322729,0.005322729,0.005322729,0.005322729,0.005322729
6433,1067_IOM_HAP_XX.wav,happy,0.00398877,0.00398877,0.00398877,0.00398877,0.00398877,0.00398877,0.00398877,0.00398877,0.00398877,0.00398877,0.00398877,0.00398877,0.00398877
6434,1067_IOM_NEU_XX.wav,neutral,0.00379453,0.00379453,0.00379453,0.00379453,0.00379453,0.00379453,0.00379453,0.00379453,0.00379453,0.00379453,0.00379453,0.00379453,0.00379453
6435,1067_IOM_SAD_XX.wav,sad,0.001360539,0.001360539,0.001360539,0.001360539,0.001360539,0.001360539,0.001360539,0.001360539,0.001360539,0.001360539,0.001360539,0.001360539,0.001360539
6436,1067_ITH_ANG_XX.wav,angry,0.00928606,0.00928606,0.00928606,0.00928606,0.00928606,0.00928606,0.00928606,0.00928606,0.00928606,0.00928606,0.00928606,0.00928606,0.00928606
6437,1067_ITH_DIS_XX.wav,disgust,0.000472495,0.000472495,0.000472495,0.000472495,0.000472495,0.000472495,0.000472495,0.000472495,0.000472495,0.000472495,0.000472495,0.000472495,0.000472495
6438,1067_ITH_FEA_XX.wav,fearful,0.001003168,0.001003168,0.001003168,0.001003168,0.001003168,0.001003168,0.001003168,0.001003168,0.001003168,0.001003168,0.001003168,0.001003168,0.001003168
6439,1067_ITH_HAP_XX.wav,happy,0.00486239,0.00486239,0.00486239,0.00486239,0.00486239,0.00486239,0.00486239,0.00486239,0.00486239,0.00486239,0.00486239,0.00486239,0.00486239
6440,1067_ITH_NEU_XX.wav,neutral,0.0023715,0.0023715,0.0023715,0.0023715,0.0023715,0.0023715,0.0023715,0.0023715,0.0023715,0.0023715,0.0023715,0.0023715,0.0023715
6441,1067_ITH_SAD_XX.wav,sad,0.000936062,0.000936062,0.000936062,0.000936062,0.000936062,0.000936062,0.000936062,0.000936062,0.000936062,0.000936062,0.000936062,0.000936062,0.000936062
6442,1067_ITS_ANG_XX.wav,angry,0.02863936,0.02863936,0.02863936,0.02863936,0.02863936,0.02863936,0.02863936,0.02863936,0.02863936,0.02863936,0.02863936,0.02863936,0.02863936
6443,1067_ITS_DIS_XX.wav,disgust,0.002560107,0.002560107,0.002560107,0.002560107,0.002560107,0.002560107,0.002560107,0.002560107,0.002560107,0.002560107,0.002560107,0.002560107,0.002560107
6444,1067_ITS_FEA_XX.wav,fearful,0.003372221,0.003372221,0.003372221,0.003372221,0.003372221,0.003372221,0.003372221,0.003372221,0.003372221,0.003372221,0.003372221,0.003372221,0.003372221
6445,1067_ITS_HAP_XX.wav,happy,0.002071953,0.002071953,0.002071953,0.002071953,0.002071953,0.002071953,0.002071953,0.002071953,0.002071953,0.002071953,0.002071953,0.002071953,0.002071953
6446,1067_ITS_NEU_XX.wav,neutral,0.003179793,0.003179793,0.003179793,0.003179793,0.003179793,0.003179793,0.003179793,0.003179793,0.003179793,0.003179793,0.003179793,0.003179793,0.003179793
6447,1067_ITS_SAD_XX.wav,sad,0.002555331,0.002555331,0.002555331,0.002555331,0.002555331,0.002555331,0.002555331,0.002555331,0.002555331,0.002555331,0.002555331,0.002555331,0.002555331
6448,1067_IWL_ANG_XX.wav,angry,0.104039124,0.104039124,0.104039124,0.104039124,0.104039124,0.104039124,0.104039124,0.104039124,0.104039124,0.104039124,0.104039124,0.104039124,0.104039124
6449,1067_IWL_DIS_XX.wav,disgust,0.00960685,0.00960685,0.00960685,0.00960685,0.00960685,0.00960685,0.00960685,0.00960685,0.00960685,0.00960685,0.00960685,0.00960685,0.00960685
6450,1067_IWL_FEA_XX.wav,fearful,0.002914186,0.002914186,0.002914186,0.002914186,0.002914186,0.002914186,0.002914186,0.002914186,0.002914186,0.002914186,0.002914186,0.002914186,0.002914186
6451,1067_IWL_HAP_XX.wav,happy,0.003829338,0.003829338,0.003829338,0.003829338,0.003829338,0.003829338,0.003829338,0.003829338,0.003829338,0.003829338,0.003829338,0.003829338,0.003829338
6452,1067_IWL_NEU_XX.wav,neutral,0.004666403,0.004666403,0.004666403,0.004666403,0.004666403,0.004666403,0.004666403,0.004666403,0.004666403,0.004666403,0.004666403,0.004666403,0.004666403
6453,1067_IWL_SAD_XX.wav,sad,0.009553958,0.009553958,0.009553958,0.009553958,0.009553958,0.009553958,0.009553958,0.009553958,0.009553958,0.009553958,0.009553958,0.009553958,0.009553958
6454,1067_IWW_ANG_XX.wav,angry,0.001809665,0.001809665,0.001809665,0.001809665,0.001809665,0.001809665,0.001809665,0.001809665,0.001809665,0.001809665,0.001809665,0.001809665,0.001809665
6455,1067_IWW_DIS_XX.wav,disgust,0.016295575,0.016295575,0.016295575,0.016295575,0.016295575,0.016295575,0.016295575,0.016295575,0.016295575,0.016295575,0.016295575,0.016295575,0.016295575
6456,1067_IWW_FEA_XX.wav,fearful,0.003487707,0.003487707,0.003487707,0.003487707,0.003487707,0.003487707,0.003487707,0.003487707,0.003487707,0.003487707,0.003487707,0.003487707,0.003487707
6457,1067_IWW_HAP_XX.wav,happy,0.005915593,0.005915593,0.005915593,0.005915593,0.005915593,0.005915593,0.005915593,0.005915593,0.005915593,0.005915593,0.005915593,0.005915593,0.005915593
6458,1067_IWW_NEU_XX.wav,neutral,0.007053704,0.007053704,0.007053704,0.007053704,0.007053704,0.007053704,0.007053704,0.007053704,0.007053704,0.007053704,0.007053704,0.007053704,0.007053704
6459,1067_IWW_SAD_XX.wav,sad,0.05258502,0.05258502,0.05258502,0.05258502,0.05258502,0.05258502,0.05258502,0.05258502,0.05258502,0.05258502,0.05258502,0.05258502,0.05258502
6460,1067_MTI_ANG_XX.wav,angry,0.051923323,0.051923323,0.051923323,0.051923323,0.051923323,0.051923323,0.051923323,0.051923323,0.051923323,0.051923323,0.051923323,0.051923323,0.051923323
6461,1067_MTI_DIS_XX.wav,disgust,0.016090934,0.016090934,0.016090934,0.016090934,0.016090934,0.016090934,0.016090934,0.016090934,0.016090934,0.016090934,0.016090934,0.016090934,0.016090934
6462,1067_MTI_FEA_XX.wav,fearful,0.028125845,0.028125845,0.028125845,0.028125845,0.028125845,0.028125845,0.028125845,0.028125845,0.028125845,0.028125845,0.028125845,0.028125845,0.028125845
6463,1067_MTI_HAP_XX.wav,happy,0.007298662,0.007298662,0.007298662,0.007298662,0.007298662,0.007298662,0.007298662,0.007298662,0.007298662,0.007298662,0.007298662,0.007298662,0.007298662
6464,1067_MTI_NEU_XX.wav,neutral,0.007927076,0.007927076,0.007927076,0.007927076,0.007927076,0.007927076,0.007927076,0.007927076,0.007927076,0.007927076,0.007927076,0.007927076,0.007927076
6465,1067_MTI_SAD_XX.wav,sad,0.002952417,0.002952417,0.002952417,0.002952417,0.002952417,0.002952417,0.002952417,0.002952417,0.002952417,0.002952417,0.002952417,0.002952417,0.002952417
6466,1067_TAI_ANG_XX.wav,angry,0.081262439,0.081262439,0.081262439,0.081262439,0.081262439,0.081262439,0.081262439,0.081262439,0.081262439,0.081262439,0.081262439,0.081262439,0.081262439
6467,1067_TAI_DIS_XX.wav,disgust,0.115384557,0.115384557,0.115384557,0.115384557,0.115384557,0.115384557,0.115384557,0.115384557,0.115384557,0.115384557,0.115384557,0.115384557,0.115384557
6468,1067_TAI_FEA_XX.wav,fearful,0.015721093,0.015721093,0.015721093,0.015721093,0.015721093,0.015721093,0.015721093,0.015721093,0.015721093,0.015721093,0.015721093,0.015721093,0.015721093
6469,1067_TAI_HAP_XX.wav,happy,0.004359161,0.004359161,0.004359161,0.004359161,0.004359161,0.004359161,0.004359161,0.004359161,0.004359161,0.004359161,0.004359161,0.004359161,0.004359161
6470,1067_TAI_NEU_XX.wav,neutral,0.006407931,0.006407931,0.006407931,0.006407931,0.006407931,0.006407931,0.006407931,0.006407931,0.006407931,0.006407931,0.006407931,0.006407931,0.006407931
6471,1067_TAI_SAD_XX.wav,sad,0.001121958,0.001121958,0.001121958,0.001121958,0.001121958,0.001121958,0.001121958,0.001121958,0.001121958,0.001121958,0.001121958,0.001121958,0.001121958
6472,1067_TIE_ANG_XX.wav,angry,0.011038349,0.011038349,0.011038349,0.011038349,0.011038349,0.011038349,0.011038349,0.011038349,0.011038349,0.011038349,0.011038349,0.011038349,0.011038349
6473,1067_TIE_DIS_XX.wav,disgust,0.001344892,0.001344892,0.001344892,0.001344892,0.001344892,0.001344892,0.001344892,0.001344892,0.001344892,0.001344892,0.001344892,0.001344892,0.001344892
6474,1067_TIE_FEA_XX.wav,fearful,0.004606687,0.004606687,0.004606687,0.004606687,0.004606687,0.004606687,0.004606687,0.004606687,0.004606687,0.004606687,0.004606687,0.004606687,0.004606687
6475,1067_TIE_HAP_XX.wav,happy,0.001033344,0.001033344,0.001033344,0.001033344,0.001033344,0.001033344,0.001033344,0.001033344,0.001033344,0.001033344,0.001033344,0.001033344,0.001033344
6476,1067_TIE_NEU_XX.wav,neutral,0.009510073,0.009510073,0.009510073,0.009510073,0.009510073,0.009510073,0.009510073,0.009510073,0.009510073,0.009510073,0.009510073,0.009510073,0.009510073
6477,1067_TIE_SAD_XX.wav,sad,0.002004804,0.002004804,0.002004804,0.002004804,0.002004804,0.002004804,0.002004804,0.002004804,0.002004804,0.002004804,0.002004804,0.002004804,0.002004804
6478,1067_TSI_ANG_XX.wav,angry,0.171333194,0.171333194,0.171333194,0.171333194,0.171333194,0.171333194,0.171333194,0.171333194,0.171333194,0.171333194,0.171333194,0.171333194,0.171333194
6479,1067_TSI_DIS_XX.wav,disgust,0.003417528,0.003417528,0.003417528,0.003417528,0.003417528,0.003417528,0.003417528,0.003417528,0.003417528,0.003417528,0.003417528,0.003417528,0.003417528
6480,1067_TSI_FEA_XX.wav,fearful,0.010483555,0.010483555,0.010483555,0.010483555,0.010483555,0.010483555,0.010483555,0.010483555,0.010483555,0.010483555,0.010483555,0.010483555,0.010483555
6481,1067_TSI_HAP_XX.wav,happy,0.007902137,0.007902137,0.007902137,0.007902137,0.007902137,0.007902137,0.007902137,0.007902137,0.007902137,0.007902137,0.007902137,0.007902137,0.007902137
6482,1067_TSI_NEU_XX.wav,neutral,0.003736508,0.003736508,0.003736508,0.003736508,0.003736508,0.003736508,0.003736508,0.003736508,0.003736508,0.003736508,0.003736508,0.003736508,0.003736508
6483,1067_TSI_SAD_XX.wav,sad,0.007061727,0.007061727,0.007061727,0.007061727,0.007061727,0.007061727,0.007061727,0.007061727,0.007061727,0.007061727,0.007061727,0.007061727,0.007061727
6484,1067_WSI_ANG_XX.wav,angry,0.14101694,0.14101694,0.14101694,0.14101694,0.14101694,0.14101694,0.14101694,0.14101694,0.14101694,0.14101694,0.14101694,0.14101694,0.14101694
6485,1067_WSI_DIS_XX.wav,disgust,0.001236724,0.001236724,0.001236724,0.001236724,0.001236724,0.001236724,0.001236724,0.001236724,0.001236724,0.001236724,0.001236724,0.001236724,0.001236724
6486,1067_WSI_FEA_XX.wav,fearful,0.01254007,0.01254007,0.01254007,0.01254007,0.01254007,0.01254007,0.01254007,0.01254007,0.01254007,0.01254007,0.01254007,0.01254007,0.01254007
6487,1067_WSI_HAP_XX.wav,happy,0.007903079,0.007903079,0.007903079,0.007903079,0.007903079,0.007903079,0.007903079,0.007903079,0.007903079,0.007903079,0.007903079,0.007903079,0.007903079
6488,1067_WSI_NEU_XX.wav,neutral,0.00454111,0.00454111,0.00454111,0.00454111,0.00454111,0.00454111,0.00454111,0.00454111,0.00454111,0.00454111,0.00454111,0.00454111,0.00454111
6489,1067_WSI_SAD_XX.wav,sad,0.002714525,0.002714525,0.002714525,0.002714525,0.002714525,0.002714525,0.002714525,0.002714525,0.002714525,0.002714525,0.002714525,0.002714525,0.002714525
6490,1068_DFA_ANG_XX.wav,angry,0.143153701,0.143153701,0.143153701,0.143153701,0.143153701,0.143153701,0.143153701,0.143153701,0.143153701,0.143153701,0.143153701,0.143153701,0.143153701
6491,1068_DFA_DIS_XX.wav,disgust,0.001378849,0.001378849,0.001378849,0.001378849,0.001378849,0.001378849,0.001378849,0.001378849,0.001378849,0.001378849,0.001378849,0.001378849,0.001378849
6492,1068_DFA_FEA_XX.wav,fearful,0.001006579,0.001006579,0.001006579,0.001006579,0.001006579,0.001006579,0.001006579,0.001006579,0.001006579,0.001006579,0.001006579,0.001006579,0.001006579
6493,1068_DFA_HAP_XX.wav,happy,0.011489715,0.011489715,0.011489715,0.011489715,0.011489715,0.011489715,0.011489715,0.011489715,0.011489715,0.011489715,0.011489715,0.011489715,0.011489715
6494,1068_DFA_NEU_XX.wav,neutral,0.003386634,0.003386634,0.003386634,0.003386634,0.003386634,0.003386634,0.003386634,0.003386634,0.003386634,0.003386634,0.003386634,0.003386634,0.003386634
6495,1068_DFA_SAD_XX.wav,sad,0.000317013,0.000317013,0.000317013,0.000317013,0.000317013,0.000317013,0.000317013,0.000317013,0.000317013,0.000317013,0.000317013,0.000317013,0.000317013
6496,1068_IEO_ANG_HI.wav,angry,0.374699156,0.374699156,0.374699156,0.374699156,0.374699156,0.374699156,0.374699156,0.374699156,0.374699156,0.374699156,0.374699156,0.374699156,0.374699156
6497,1068_IEO_ANG_LO.wav,angry,0.033509701,0.033509701,0.033509701,0.033509701,0.033509701,0.033509701,0.033509701,0.033509701,0.033509701,0.033509701,0.033509701,0.033509701,0.033509701
6498,1068_IEO_ANG_MD.wav,angry,0.252940006,0.252940006,0.252940006,0.252940006,0.252940006,0.252940006,0.252940006,0.252940006,0.252940006,0.252940006,0.252940006,0.252940006,0.252940006
6499,1068_IEO_DIS_HI.wav,disgust,0.067278956,0.067278956,0.067278956,0.067278956,0.067278956,0.067278956,0.067278956,0.067278956,0.067278956,0.067278956,0.067278956,0.067278956,0.067278956
6500,1068_IEO_DIS_LO.wav,disgust,0.000321388,0.000321388,0.000321388,0.000321388,0.000321388,0.000321388,0.000321388,0.000321388,0.000321388,0.000321388,0.000321388,0.000321388,0.000321388
6501,1068_IEO_DIS_MD.wav,disgust,0.004211428,0.004211428,0.004211428,0.004211428,0.004211428,0.004211428,0.004211428,0.004211428,0.004211428,0.004211428,0.004211428,0.004211428,0.004211428
6502,1068_IEO_FEA_HI.wav,fearful,0.01500494,0.01500494,0.01500494,0.01500494,0.01500494,0.01500494,0.01500494,0.01500494,0.01500494,0.01500494,0.01500494,0.01500494,0.01500494
6503,1068_IEO_FEA_LO.wav,fearful,0.000199662,0.000199662,0.000199662,0.000199662,0.000199662,0.000199662,0.000199662,0.000199662,0.000199662,0.000199662,0.000199662,0.000199662,0.000199662
6504,1068_IEO_FEA_MD.wav,fearful,0.001990137,0.001990137,0.001990137,0.001990137,0.001990137,0.001990137,0.001990137,0.001990137,0.001990137,0.001990137,0.001990137,0.001990137,0.001990137
6505,1068_IEO_HAP_HI.wav,happy,0.047691526,0.047691526,0.047691526,0.047691526,0.047691526,0.047691526,0.047691526,0.047691526,0.047691526,0.047691526,0.047691526,0.047691526,0.047691526
6506,1068_IEO_HAP_LO.wav,happy,0.002371053,0.002371053,0.002371053,0.002371053,0.002371053,0.002371053,0.002371053,0.002371053,0.002371053,0.002371053,0.002371053,0.002371053,0.002371053
6507,1068_IEO_HAP_MD.wav,happy,0.005143894,0.005143894,0.005143894,0.005143894,0.005143894,0.005143894,0.005143894,0.005143894,0.005143894,0.005143894,0.005143894,0.005143894,0.005143894
6508,1068_IEO_NEU_XX.wav,neutral,0.001619527,0.001619527,0.001619527,0.001619527,0.001619527,0.001619527,0.001619527,0.001619527,0.001619527,0.001619527,0.001619527,0.001619527,0.001619527
6509,1068_IEO_SAD_HI.wav,sad,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05
6510,1068_IEO_SAD_LO.wav,sad,0.00020083,0.00020083,0.00020083,0.00020083,0.00020083,0.00020083,0.00020083,0.00020083,0.00020083,0.00020083,0.00020083,0.00020083,0.00020083
6511,1068_IEO_SAD_MD.wav,sad,0.000306201,0.000306201,0.000306201,0.000306201,0.000306201,0.000306201,0.000306201,0.000306201,0.000306201,0.000306201,0.000306201,0.000306201,0.000306201
6512,1068_IOM_ANG_XX.wav,angry,0.01693884,0.01693884,0.01693884,0.01693884,0.01693884,0.01693884,0.01693884,0.01693884,0.01693884,0.01693884,0.01693884,0.01693884,0.01693884
6513,1068_IOM_DIS_XX.wav,disgust,0.000924079,0.000924079,0.000924079,0.000924079,0.000924079,0.000924079,0.000924079,0.000924079,0.000924079,0.000924079,0.000924079,0.000924079,0.000924079
6514,1068_IOM_FEA_XX.wav,fearful,0.000746657,0.000746657,0.000746657,0.000746657,0.000746657,0.000746657,0.000746657,0.000746657,0.000746657,0.000746657,0.000746657,0.000746657,0.000746657
6515,1068_IOM_HAP_XX.wav,happy,0.010982489,0.010982489,0.010982489,0.010982489,0.010982489,0.010982489,0.010982489,0.010982489,0.010982489,0.010982489,0.010982489,0.010982489,0.010982489
6516,1068_IOM_NEU_XX.wav,neutral,0.001736477,0.001736477,0.001736477,0.001736477,0.001736477,0.001736477,0.001736477,0.001736477,0.001736477,0.001736477,0.001736477,0.001736477,0.001736477
6517,1068_IOM_SAD_XX.wav,sad,0.00048142,0.00048142,0.00048142,0.00048142,0.00048142,0.00048142,0.00048142,0.00048142,0.00048142,0.00048142,0.00048142,0.00048142,0.00048142
6518,1068_ITH_ANG_XX.wav,angry,0.05115134,0.05115134,0.05115134,0.05115134,0.05115134,0.05115134,0.05115134,0.05115134,0.05115134,0.05115134,0.05115134,0.05115134,0.05115134
6519,1068_ITH_DIS_XX.wav,disgust,0.004553977,0.004553977,0.004553977,0.004553977,0.004553977,0.004553977,0.004553977,0.004553977,0.004553977,0.004553977,0.004553977,0.004553977,0.004553977
6520,1068_ITH_FEA_XX.wav,fearful,0.000137698,0.000137698,0.000137698,0.000137698,0.000137698,0.000137698,0.000137698,0.000137698,0.000137698,0.000137698,0.000137698,0.000137698,0.000137698
6521,1068_ITH_HAP_XX.wav,happy,0.00138765,0.00138765,0.00138765,0.00138765,0.00138765,0.00138765,0.00138765,0.00138765,0.00138765,0.00138765,0.00138765,0.00138765,0.00138765
6522,1068_ITH_NEU_XX.wav,neutral,0.000740048,0.000740048,0.000740048,0.000740048,0.000740048,0.000740048,0.000740048,0.000740048,0.000740048,0.000740048,0.000740048,0.000740048,0.000740048
6523,1068_ITH_SAD_XX.wav,sad,0.000119107,0.000119107,0.000119107,0.000119107,0.000119107,0.000119107,0.000119107,0.000119107,0.000119107,0.000119107,0.000119107,0.000119107,0.000119107
6524,1068_ITS_ANG_XX.wav,angry,0.072902726,0.072902726,0.072902726,0.072902726,0.072902726,0.072902726,0.072902726,0.072902726,0.072902726,0.072902726,0.072902726,0.072902726,0.072902726
6525,1068_ITS_DIS_XX.wav,disgust,0.008371322,0.008371322,0.008371322,0.008371322,0.008371322,0.008371322,0.008371322,0.008371322,0.008371322,0.008371322,0.008371322,0.008371322,0.008371322
6526,1068_ITS_FEA_XX.wav,fearful,0.000879937,0.000879937,0.000879937,0.000879937,0.000879937,0.000879937,0.000879937,0.000879937,0.000879937,0.000879937,0.000879937,0.000879937,0.000879937
6527,1068_ITS_HAP_XX.wav,happy,0.015959153,0.015959153,0.015959153,0.015959153,0.015959153,0.015959153,0.015959153,0.015959153,0.015959153,0.015959153,0.015959153,0.015959153,0.015959153
6528,1068_ITS_NEU_XX.wav,neutral,0.002168901,0.002168901,0.002168901,0.002168901,0.002168901,0.002168901,0.002168901,0.002168901,0.002168901,0.002168901,0.002168901,0.002168901,0.002168901
6529,1068_ITS_SAD_XX.wav,sad,0.000166581,0.000166581,0.000166581,0.000166581,0.000166581,0.000166581,0.000166581,0.000166581,0.000166581,0.000166581,0.000166581,0.000166581,0.000166581
6530,1068_IWL_ANG_XX.wav,angry,0.102563612,0.102563612,0.102563612,0.102563612,0.102563612,0.102563612,0.102563612,0.102563612,0.102563612,0.102563612,0.102563612,0.102563612,0.102563612
6531,1068_IWL_DIS_XX.wav,disgust,0.002074793,0.002074793,0.002074793,0.002074793,0.002074793,0.002074793,0.002074793,0.002074793,0.002074793,0.002074793,0.002074793,0.002074793,0.002074793
6532,1068_IWL_FEA_XX.wav,fearful,0.002937651,0.002937651,0.002937651,0.002937651,0.002937651,0.002937651,0.002937651,0.002937651,0.002937651,0.002937651,0.002937651,0.002937651,0.002937651
6533,1068_IWL_HAP_XX.wav,happy,0.001579101,0.001579101,0.001579101,0.001579101,0.001579101,0.001579101,0.001579101,0.001579101,0.001579101,0.001579101,0.001579101,0.001579101,0.001579101
6534,1068_IWL_NEU_XX.wav,neutral,0.001102914,0.001102914,0.001102914,0.001102914,0.001102914,0.001102914,0.001102914,0.001102914,0.001102914,0.001102914,0.001102914,0.001102914,0.001102914
6535,1068_IWL_SAD_XX.wav,sad,0.000418474,0.000418474,0.000418474,0.000418474,0.000418474,0.000418474,0.000418474,0.000418474,0.000418474,0.000418474,0.000418474,0.000418474,0.000418474
6536,1068_IWW_ANG_XX.wav,angry,0.07572345,0.07572345,0.07572345,0.07572345,0.07572345,0.07572345,0.07572345,0.07572345,0.07572345,0.07572345,0.07572345,0.07572345,0.07572345
6537,1068_IWW_DIS_XX.wav,disgust,0.001541467,0.001541467,0.001541467,0.001541467,0.001541467,0.001541467,0.001541467,0.001541467,0.001541467,0.001541467,0.001541467,0.001541467,0.001541467
6538,1068_IWW_FEA_XX.wav,fearful,0.010065055,0.010065055,0.010065055,0.010065055,0.010065055,0.010065055,0.010065055,0.010065055,0.010065055,0.010065055,0.010065055,0.010065055,0.010065055
6539,1068_IWW_HAP_XX.wav,happy,0.026008421,0.026008421,0.026008421,0.026008421,0.026008421,0.026008421,0.026008421,0.026008421,0.026008421,0.026008421,0.026008421,0.026008421,0.026008421
6540,1068_IWW_NEU_XX.wav,neutral,0.0011212,0.0011212,0.0011212,0.0011212,0.0011212,0.0011212,0.0011212,0.0011212,0.0011212,0.0011212,0.0011212,0.0011212,0.0011212
6541,1068_IWW_SAD_XX.wav,sad,0.000436201,0.000436201,0.000436201,0.000436201,0.000436201,0.000436201,0.000436201,0.000436201,0.000436201,0.000436201,0.000436201,0.000436201,0.000436201
6542,1068_MTI_ANG_XX.wav,angry,0.074405985,0.074405985,0.074405985,0.074405985,0.074405985,0.074405985,0.074405985,0.074405985,0.074405985,0.074405985,0.074405985,0.074405985,0.074405985
6543,1068_MTI_DIS_XX.wav,disgust,0.009063504,0.009063504,0.009063504,0.009063504,0.009063504,0.009063504,0.009063504,0.009063504,0.009063504,0.009063504,0.009063504,0.009063504,0.009063504
6544,1068_MTI_FEA_XX.wav,fearful,0.003216952,0.003216952,0.003216952,0.003216952,0.003216952,0.003216952,0.003216952,0.003216952,0.003216952,0.003216952,0.003216952,0.003216952,0.003216952
6545,1068_MTI_HAP_XX.wav,happy,0.002645251,0.002645251,0.002645251,0.002645251,0.002645251,0.002645251,0.002645251,0.002645251,0.002645251,0.002645251,0.002645251,0.002645251,0.002645251
6546,1068_MTI_NEU_XX.wav,neutral,0.003562708,0.003562708,0.003562708,0.003562708,0.003562708,0.003562708,0.003562708,0.003562708,0.003562708,0.003562708,0.003562708,0.003562708,0.003562708
6547,1068_MTI_SAD_XX.wav,sad,0.00076498,0.00076498,0.00076498,0.00076498,0.00076498,0.00076498,0.00076498,0.00076498,0.00076498,0.00076498,0.00076498,0.00076498,0.00076498
6548,1068_TAI_ANG_XX.wav,angry,0.07524767,0.07524767,0.07524767,0.07524767,0.07524767,0.07524767,0.07524767,0.07524767,0.07524767,0.07524767,0.07524767,0.07524767,0.07524767
6549,1068_TAI_DIS_XX.wav,disgust,0.001203995,0.001203995,0.001203995,0.001203995,0.001203995,0.001203995,0.001203995,0.001203995,0.001203995,0.001203995,0.001203995,0.001203995,0.001203995
6550,1068_TAI_FEA_XX.wav,fearful,0.0008162,0.0008162,0.0008162,0.0008162,0.0008162,0.0008162,0.0008162,0.0008162,0.0008162,0.0008162,0.0008162,0.0008162,0.0008162
6551,1068_TAI_HAP_XX.wav,happy,0.028147132,0.028147132,0.028147132,0.028147132,0.028147132,0.028147132,0.028147132,0.028147132,0.028147132,0.028147132,0.028147132,0.028147132,0.028147132
6552,1068_TAI_NEU_XX.wav,neutral,0.002495825,0.002495825,0.002495825,0.002495825,0.002495825,0.002495825,0.002495825,0.002495825,0.002495825,0.002495825,0.002495825,0.002495825,0.002495825
6553,1068_TAI_SAD_XX.wav,sad,0.00063417,0.00063417,0.00063417,0.00063417,0.00063417,0.00063417,0.00063417,0.00063417,0.00063417,0.00063417,0.00063417,0.00063417,0.00063417
6554,1068_TIE_ANG_XX.wav,angry,0.031369213,0.031369213,0.031369213,0.031369213,0.031369213,0.031369213,0.031369213,0.031369213,0.031369213,0.031369213,0.031369213,0.031369213,0.031369213
6555,1068_TIE_DIS_XX.wav,disgust,0.003554759,0.003554759,0.003554759,0.003554759,0.003554759,0.003554759,0.003554759,0.003554759,0.003554759,0.003554759,0.003554759,0.003554759,0.003554759
6556,1068_TIE_FEA_XX.wav,fearful,0.005110236,0.005110236,0.005110236,0.005110236,0.005110236,0.005110236,0.005110236,0.005110236,0.005110236,0.005110236,0.005110236,0.005110236,0.005110236
6557,1068_TIE_HAP_XX.wav,happy,0.013881316,0.013881316,0.013881316,0.013881316,0.013881316,0.013881316,0.013881316,0.013881316,0.013881316,0.013881316,0.013881316,0.013881316,0.013881316
6558,1068_TIE_NEU_XX.wav,neutral,0.001883251,0.001883251,0.001883251,0.001883251,0.001883251,0.001883251,0.001883251,0.001883251,0.001883251,0.001883251,0.001883251,0.001883251,0.001883251
6559,1068_TIE_SAD_XX.wav,sad,0.000620439,0.000620439,0.000620439,0.000620439,0.000620439,0.000620439,0.000620439,0.000620439,0.000620439,0.000620439,0.000620439,0.000620439,0.000620439
6560,1068_TSI_ANG_XX.wav,angry,0.099118572,0.099118572,0.099118572,0.099118572,0.099118572,0.099118572,0.099118572,0.099118572,0.099118572,0.099118572,0.099118572,0.099118572,0.099118572
6561,1068_TSI_DIS_XX.wav,disgust,0.024408034,0.024408034,0.024408034,0.024408034,0.024408034,0.024408034,0.024408034,0.024408034,0.024408034,0.024408034,0.024408034,0.024408034,0.024408034
